"Site","DxG_block","paddock","genus_species","species_code","height_cm","emerging_leaves","developed_leaves","scenesced_leaves","flower_heads","open_flowers","percent_green","lifespan","growth_form","photosynthetic_pathway","Date","Season","people","comments","leaf_thickness_.mm.","wet_leaf_weight_g","date_lab","people_lab","comments_lab","Dry_Biomass_min_Leaf_g","Dry_Leaf_Weight_g","Total.Area","NOTES","ID"
"TB",1,"HG","Erigeron_pumilus","ERPU",7.1,1,17,0,2,0,100,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.36,"0.0183","5/28/22","KB_KVL","","0.0583","0.0032",0.513,"","ERPU_TB_1_HG"
"TB",2,"LG","Erigeron_pumilus","ERPU",4.8,23,63,0,8,0,97,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.45,"0.0204","5/28/22","KB_KVL","","0.2792","0.0047",0.688,"","ERPU_TB_2_LG"
"TB",2,"MG","Erigeron_pumilus","ERPU",8.5,3,30,0,6,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.29,"0.0084","5/28/22","KB_KVL","","0.2358","0.0023",0.403,"","ERPU_TB_2_MG"
"TB",2,"HG","Erigeron_pumilus","ERPU",7.6,1,13,0,1,0,100,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.38,"0.0153","5/28/22","KB_KVL","","0.0325","0.0034",0.521,"","ERPU_TB_2_HG"
"TB",3,"LG","Erigeron_pumilus","ERPU",6.2,2,44,0,4,0,97,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.44,"0.0059","5/29/22","KB_KVL","","0.2558","0.0013",0.256,"","ERPU_TB_3_LG"
"TB",3,"MG","Erigeron_pumilus","ERPU",6.7,22,139,7,13,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.45,"0.0132","5/29/22","KB_KVL","","0.9682","0.0034",0.475,"","ERPU_TB_3_MG"
"TB",3,"HG","Erigeron_pumilus","ERPU",5.1,5,48,0,3,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.46,"0.0139","5/29/22","KB_KVL","","0.1151","0.002",0.568,"","ERPU_TB_3_HG"
"FK",1,"LG","Euphorbia_nutans","EUNU",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","5/30/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"MG","Euphorbia_nutans","EUNU",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","5/30/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"HG","Euphorbia_nutans","EUNU",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"LG","Euphorbia_nutans","EUNU",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"MG","Euphorbia_nutans","EUNU",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"HG","Euphorbia_nutans","EUNU",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"LG","Euphorbia_nutans","EUNU",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"MG","Euphorbia_nutans","EUNU",NA,NA,NA,NA,NA,NA,NA,"","","","6/1/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"HG","Euphorbia_nutans","EUNU",NA,NA,NA,NA,NA,NA,NA,"","","","6/1/22","Early","KB_KVL","",NA,"","6/2/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"LG","Gutierrezia_sarothrae","GUSA",15,2,15,0,0,0,95,"perennial","forb","C3","6/28/22","Late","KB","",0.41,"0.0053","6/30/22","KB_AY","","0.051","0.0018",NA,NA,NA
"TB",1,"MG","Gutierrezia_sarothrae","GUSA",20.2,15,36,1,0,0,80,"perennial","forb","C3","6/28/22","Late","KB","11 dead seed pods",0.38,"0.0062","6/30/22","KB_AY","","0.095","0.0016",NA,NA,NA
"TB",1,"HG","Gutierrezia_sarothrae","GUSA",11.1,8,23,2,0,0,99,"perennial","forb","C3","6/28/22","Late","KB","6 dead flower heads",0.48,"0.0079","6/30/22","KB_AY","","0.125","0.0019",NA,NA,NA
"TB",2,"LG","Gutierrezia_sarothrae","GUSA",10.7,4,25,1,0,0,90,"perennial","forb","C3","6/29/22","Late","KB","",0.41,"0.0061","6/30/22","KB_AY","","0.1258","0.0018",NA,NA,NA
"TB",2,"MG","Gutierrezia_sarothrae","GUSA",11.4,8,23,2,0,0,99,"perennial","forb","C3","6/29/22","Late","KB","",0.44,"0.006","6/30/22","KB_AY","","0.0908","0.0013",NA,NA,NA
"TB",2,"HG","Gutierrezia_sarothrae","GUSA",11.3,2,22,0,0,0,95,"perennial","forb","C3","6/29/22","Late","KB","",0.44,"0.0072","6/30/22","KB_AY","","0.0638","0.0016",NA,NA,NA
"TB",3,"LG","Gutierrezia_sarothrae","GUSA",13.4,2,18,9,0,0,95,"perennial","forb","C3","6/29/22","Late","KB","",0.4,"0.0088","6/30/22","KB_AY","","0.0963","0.0013",NA,NA,NA
"TB",3,"MG","Gutierrezia_sarothrae","GUSA",18.1,4,22,1,2,0,97,"perennial","forb","C3","6/29/22","Late","KB","",0.47,"0.0058","6/30/22","KB_AY","","0.0591","0.0002",NA,NA,NA
"TB",3,"HG","Gutierrezia_sarothrae","GUSA",10.2,9,31,4,0,0,95,"perennial","forb","C3","6/29/22","Late","KB","",NA,"","6/30/22","KB_AY","","0.1602","0.0011",NA,NA,NA
"TB",1,"LG","Hesperostipa_comata","HECO",11.1,1,1,0,0,0,97,"perennial","graminoid","C3","5/24/22","Early","KB_GT_MF_KVL","",0.32,"0.008","5/28/22","KB_KVL","","0.0057","0.0035",0.302,"","HECO_TB_1_LG"
"TB",1,"MG","Hesperostipa_comata","HECO",13,1,1,0,0,0,97,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.37,"0.0382","5/28/22","KB_KVL","","0.0091","0.0180",1.1,"","HECO_TB_1_MG"
"TB",1,"HG","Hesperostipa_comata","HECO",21.4,1,3,0,0,0,80,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.2,"0.0123","5/28/22","KB_KVL","","0.0194","0.0044",0.604,"","HECO_TB_1_HG"
"TB",2,"LG","Hesperostipa_comata","HECO",19.8,1,1,1,0,0,90,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.26,"0.0201","5/28/22","KB_KVL","","0.0356","0.0072",0.732,"","HECO_TB_2_LG"
"TB",2,"MG","Hesperostipa_comata","HECO",16.2,1,2,0,0,0,99,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.36,"0.0499","5/28/22","KB_KVL","","0.0344","0.0193",2.471,"","HECO_TB_2_MG"
"TB",2,"HG","Hesperostipa_comata","HECO",18.8,1,3,0,0,0,98,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.36,"0.0253","5/28/22","KB_KVL","","0.0577","0.0089",1.422,"","HECO_TB_2_HG"
"TB",3,"LG","Hesperostipa_comata","HECO",10.1,0,4,0,0,0,95,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3 water",0.31,"0.0253","5/29/22","KB_KVL","","0.0171","0.0063",1.243,"","HECO_TB_3_LG"
"TB",3,"MG","Hesperostipa_comata","HECO",21.1,0,2,0,0,0,98,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.44,"0.0364","5/29/22","KB_KVL","","0.0158","0.0148",1.136,"","HECO_TB_3_MG"
"TB",3,"HG","Hesperostipa_comata","HECO",7.6,0,3,0,0,0,85,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3 water",0.28,"0.0172","5/29/22","KB_KVL","","0.0102","0.0044",1.046,"found, tb-b3-hg-22 ","HECO_TB_3_HG"
"FK",1,"LG","Hesperostipa_comata","HECO",20.6,2,2,1,0,0,98,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.35,"0.0449","5/30/22","KB_KVL","","0.0672","0.0161",1.759,"","HECO_FK_1_LG"
"FK",1,"MG","Hesperostipa_comata","HECO",26.1,2,2,0,0,0,80,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.29,"0.0364","5/30/22","KB_KVL","","0.0514","0.0133",2.058,"","HECO_FK_1_MG"
"FK",1,"HG","Hesperostipa_comata","HECO",24.1,1,1,1,4,0,80,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.25,"0.0144","6/1/22","KB_KVL","","0.0094","0.0048",0.712,"found","HECO_FK_1_HG"
"FK",2,"LG","Hesperostipa_comata","HECO",14.5,1,2,0,2,0,99,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.33,"0.0255","6/1/22","KB_KVL","","0.0409","0.01",1.157,"","HECO_FK_2_LG"
"FK",2,"MG","Hesperostipa_comata","HECO",17,1,2,0,2,0,99,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.28,"0.0322","6/1/22","KB_KVL","","0.0162","0.0119",1.723,"","HECO_FK_2_MG"
"FK",2,"HG","Hesperostipa_comata","HECO",20.2,1,1,0,0,0,80,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.4,"0.0261","6/1/22","KB_KVL","","0.0173","0.0094",1.42,"","HECO_FK_2_HG"
"FK",3,"LG","Hesperostipa_comata","HECO",13.3,1,2,0,1,0,95,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.35,"0.0449","6/1/22","KB_KVL","","0.0295","0.0181",1.609,"","HECO_FK_3_LG"
"FK",3,"MG","Hesperostipa_comata","HECO",14.6,1,2,0,0,0,98,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.35,"0.0163","6/1/22","KB_KVL","","0.0303","0.0059",0.512,"","HECO_FK_3_MG"
"FK",3,"HG","Hesperostipa_comata","HECO",17.6,1,2,0,1,0,96,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.37,"0.0511","6/2/22","KB_KVL","","0.0151","0.0217",1.567,"","HECO_FK_3_HG"
"TB",1,"LG","Hedeoma_hispida","HEHI",5.2,8,33,2,8,4,95,"annual","forb","C3","5/24/22","Early","KB_GT_MF_KVL","",0.55,"0.002","5/28/22","KB_KVL","",NA,NA,0.077,"","HEHI_TB_1_LG"
"TB",1,"MG","Hedeoma_hispida","HEHI",10.1,4,18,0,3,2,98,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.37,"0.0093","5/28/22","KB_KVL","",NA,NA,0.347,"","HEHI_TB_1_MG"
"TB",1,"HG","Hedeoma_hispida","HEHI",3.7,4,9,2,3,0,95,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.36,"0.0036","5/28/22","KB_KVL","",NA,NA,0.112,"","HEHI_TB_1_HG"
"TB",2,"LG","Hedeoma_hispida","HEHI",4.4,10,34,3,11,6,97,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2MG",0.34,"0.0036","5/28/22","KB_KVL","",NA,NA,0.124,"","HEHI_TB_2_LG"
"TB",2,"MG","Hedeoma_hispida","HEHI",2.3,4,10,0,3,0,100,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.57,"0.0053","5/28/22","KB_KVL","",NA,NA,0.161,"","HEHI_TB_2_MG"
"TB",2,"HG","Hedeoma_hispida","HEHI",4.5,5,24,0,5,5,95,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3 water",0.56,"0.0116","5/28/22","KB_KVL","",NA,NA,0.388,"","HEHI_TB_2_HG"
"TB",3,"LG","Hedeoma_hispida","HEHI",5.1,3,16,0,2,2,97,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3 water",0.43,"0.0057","5/29/22","KB_KVL","",NA,NA,0.195,"","HEHI_TB_3_LG"
"TB",3,"MG","Hedeoma_hispida","HEHI",4.2,8,19,2,9,3,95,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3 water, 1 dead flower",0.49,"0.0123","5/29/22","KB_KVL","",NA,NA,0.417,"","HEHI_TB_3_MG"
"TB",3,"HG","Hedeoma_hispida","HEHI",3.1,6,12,0,5,1,95,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3 water",0.43,"0.0034","5/29/22","KB_KVL","",NA,NA,0.125,"","HEHI_TB_3_HG"
"FK",1,"LG","Hedeoma_hispida","HEHI",5.4,3,13,2,0,0,97,"annual","forb","C3","5/30/22","Early","KB_KVL","",0.37,"0.0016","5/30/22","KB_KVL","",NA,NA,0.1,"","HEHI_FK_1_LG"
"FK",1,"MG","Hedeoma_hispida","HEHI",2.6,4,8,1,0,0,98,"annual","forb","C3","5/30/22","Early","KB_KVL","",0.32,"0.0012","5/30/22","KB_KVL","no leaf in leaf bag - check others",NA,NA,NA,"NO LEAF IN BAG","HEHI_FK_1_MG"
"FK",1,"HG","Hedeoma_hispida","HEHI",3.2,3,6,0,1,0,100,"annual","forb","C3","5/30/22","Early","KB_KVL","",0.37,"0.0018","6/1/22","KB_KVL","maybe KOMA?",NA,NA,NA,NA,NA
"FK",2,"LG","Hedeoma_hispida","HEHI",3.6,2,11,0,1,0,100,"annual","forb","C3","5/31/22","Early","KB_KVL","",0.47,"0.0018","6/1/22","KB_KVL","",NA,NA,0.11,"found","HEHI_FK_2_LG"
"FK",2,"MG","Hedeoma_hispida","HEHI",4.2,5,12,0,1,0,90,"annual","forb","C3","5/31/22","Early","KB_KVL","",0.24,"0.0014","6/1/22","KB_KVL","",NA,NA,0.09,"","HEHI_FK_2_MG"
"FK",2,"HG","Hedeoma_hispida","HEHI",33,6,12,0,1,0,98,"annual","forb","C3","5/31/22","Early","KB_KVL","",0.34,"0.0011","6/1/22","KB_KVL","",NA,NA,0.06,"","HEHI_FK_2_HG"
"FK",3,"LG","Hedeoma_hispida","HEHI",3.1,5,12,0,1,0,99,"annual","forb","C3","5/31/22","Early","KB_KVL","",0.33,"0.001","6/1/22","KB_KVL","",NA,NA,0.069,"","HEHI_FK_3_LG"
"FK",3,"MG","Hedeoma_hispida","HEHI",3.1,7,12,0,1,0,100,"annual","forb","C3","6/1/22","Early","KB_KVL","",0.34,"0.0007","6/1/22","KB_KVL","",NA,NA,0.073,"","HEHI_FK_3_MG"
"FK",3,"HG","Hedeoma_hispida","HEHI",2.5,4,9,0,1,0,100,"annual","forb","C3","6/1/22","Early","KB_KVL","",0.28,"0.0015","6/2/22","KB_KVL","",NA,NA,0.076,"","HEHI_FK_3_HG"
"TB",1,"LG","Koeleria_macrantha","KOMA",12.5,1,1,0,1,0,100,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.36,"0.0165","5/28/22","KB_KVL","","0.0059","0.0053",0.584,"","KOMA_TB_1_LG"
"TB",1,"MG","Koeleria_macrantha","KOMA",7.8,1,2,0,2,0,100,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.31,"0.0258","5/28/22","KB_KVL","","0.0128","0.0098",1.005,"","KOMA_TB_1_MG"
"TB",1,"HG","Koeleria_macrantha","KOMA",17.4,1,2,0,7,1,45,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.32,"0.0245","5/28/22","KB_KVL","","0.0137","0.0079",1.049,"","KOMA_TB_1_HG"
"TB",2,"LG","Koeleria_macrantha","KOMA",5.5,1,2,0,15,0,70,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.4,"0.016","5/28/22","KB_KVL","","0.0118","0.0061",0.697,"","KOMA_TB_2_LG"
"TB",2,"MG","Koeleria_macrantha","KOMA",18.1,1,2,2,0,0,70,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.4,"0.0361","5/28/22","KB_KVL","","0.0228","0.0103",1.64,"","KOMA_TB_2_MG"
"TB",2,"HG","Koeleria_macrantha","KOMA",6.3,1,1,0,1,0,99,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.38,"0.0251","5/28/22","KB_KVL","","0.0063","0.0080",1.08,"","KOMA_TB_2_HG"
"TB",3,"LG","Koeleria_macrantha","KOMA",9.4,1,3,0,2,0,99,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.35,"0.009","5/29/22","KB_KVL","","0.0073","0.0032",0.44,"","KOMA_TB_3_LG"
"TB",3,"MG","Koeleria_macrantha","KOMA",5.7,1,2,0,2,0,98,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.38,"0.0102","5/29/22","KB_KVL","","0.0056","0.0033",0.605,"","KOMA_TB_3_MG"
"TB",3,"HG","Koeleria_macrantha","KOMA",6,1,2,1,4,0,75,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.29,"0.0175","5/29/22","KB_KVL","","0.0127","0.0049",1.008,"","KOMA_TB_3_HG"
"FK",1,"LG","Koeleria_macrantha","KOMA",10.1,1,2,0,11,0,100,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.33,"0.0328","5/30/22","KB_KVL","","0.0062","0.0105",1.673,"","KOMA_FK_1_LG"
"FK",1,"MG","Koeleria_macrantha","KOMA",13.2,1,3,0,0,11,99,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.36,"0.0403","5/30/22","KB_KVL","","0.031","0.0136",1.763,"","KOMA_FK_1_MG"
"FK",1,"HG","Koeleria_macrantha","KOMA",7.3,1,3,0,2,0,97,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.27,"0.0297","6/1/22","KB_KVL","","0.0159","0.009",1.112,"","KOMA_FK_1_HG"
"FK",2,"LG","Koeleria_macrantha","KOMA",11.1,1,3,0,2,0,77,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.41,"0.0404","6/1/22","KB_KVL","","0.0276","0.013",1.837,"found","KOMA_FK_2_LG"
"FK",2,"MG","Koeleria_macrantha","KOMA",11.9,1,2,0,7,0,99,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.36,"0.0254","6/1/22","KB_KVL","","0.0141","0.0082",1.011,"","KOMA_FK_2_MG"
"FK",2,"HG","Koeleria_macrantha","KOMA",18.2,0,4,0,14,0,95,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.39,"0.0359","6/1/22","KB_KVL","","0.0273","0.0117",1.581,"","KOMA_FK_2_HG"
"FK",3,"LG","Koeleria_macrantha","KOMA",12.2,1,2,0,3,0,100,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.36,"0.0579","6/1/22","KB_KVL","PASM - change on all datasheets","0.0358","0.0201",2.104,"","KOMA_FK_3_LG"
"FK",3,"MG","Koeleria_macrantha","KOMA",7.6,1,3,1,12,0,95,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.44,"0.0244","6/1/22","KB_KVL","","0.0217","0.0072",0.824,"","KOMA_FK_3_MG"
"FK",3,"HG","Koeleria_macrantha","KOMA",14.9,1,2,0,16,0,99,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.35,"0.0162","6/2/22","KB_KVL","","0.0094","0.0047",0.842,"","KOMA_FK_3_HG"
"FK",1,"LG","Lactuca_serriola","LASE",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","5/30/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"MG","Lactuca_serriola","LASE",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","5/30/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"HG","Lactuca_serriola","LASE",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"LG","Lactuca_serriola","LASE",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"MG","Lactuca_serriola","LASE",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"HG","Lactuca_serriola","LASE",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"LG","Lactuca_serriola","LASE",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"MG","Lactuca_serriola","LASE",NA,NA,NA,NA,NA,NA,NA,"","","","6/1/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"HG","Lactuca_serriola","LASE",NA,NA,NA,NA,NA,NA,NA,"","","","6/1/22","Early","KB_KVL","",NA,"","6/2/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"LG","Lepidium_densiflorum","LEDE",10.3,8,13,0,2,0,99,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.39,"0.0011","5/28/22","KB_KVL","","0.0485","1e-05",0.063,"","LEDE_TB_1_LG"
"TB",1,"MG","Lepidium_densiflorum","LEDE",5.1,0,10,0,1,0,95,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.37,"0.0024","5/28/22","KB_KVL","","0.0109","0.0003",0.088,"","LEDE_TB_1_MG"
"TB",1,"HG","Lepidium_densiflorum","LEDE",13.7,9,25,0,3,0,100,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.32,"0.004","5/28/22","KB_KVL","","0.0744","0.0006",0.182,"","LEDE_TB_1_HG"
"TB",2,"LG","Lepidium_densiflorum","LEDE",14.1,4,31,0,6,0,98,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.32,"0.0066","5/28/22","KB_KVL","","0.1338","0.0014",0.289,"","LEDE_TB_2_LG"
"TB",2,"MG","Lepidium_densiflorum","LEDE",6,4,14,0,4,0,98,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.49,"0.0104","5/28/22","KB_KVL","","0.0252","0.0015",0.263,"","LEDE_TB_2_MG"
"TB",2,"HG","Lepidium_densiflorum","LEDE",1.8,0,8,0,1,0,95,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B1MG",0.3,"0.0007","5/28/22","KB_KVL","","0.0075","1e-05",0.046,"","LEDE_TB_2_HG"
"TB",3,"LG","Lepidium_densiflorum","LEDE",NA,NA,NA,NA,NA,NA,NA,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","LEDE_TB_3_LG"
"TB",3,"MG","Lepidium_densiflorum","LEDE",NA,NA,NA,NA,NA,NA,NA,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","LEDE_TB_3_MG"
"TB",3,"HG","Lepidium_densiflorum","LEDE",NA,NA,NA,NA,NA,NA,NA,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","LEDE_TB_3_HG"
"FK",1,"LG","Lepidium_densiflorum","LEDE",9.9,4,11,0,1,0,98,"annual","forb","C3","5/30/22","Early","KB_KVL","23 seed pods",0.34,"0.0011","5/30/22","KB_KVL","","0.0238","0.0002",0.067,"","LEDE_FK_1_LG"
"FK",1,"MG","Lepidium_densiflorum","LEDE",4.5,2,4,0,1,0,95,"annual","forb","C3","5/30/22","Early","KB_KVL","5 seed pods",0.28,"0.0007","5/30/22","KB_KVL","","0.0043","1e-05",0.047,"","LEDE_FK_1_MG"
"FK",1,"HG","Lepidium_densiflorum","LEDE",5.7,0,9,0,1,0,99,"annual","forb","C3","5/30/22","Early","KB_KVL","3 seed heads",0.32,"0.0002","6/1/22","KB_KVL","","0.0067","1e-05",NA,NA,NA
"FK",2,"LG","Lepidium_densiflorum","LEDE",10.3,2,7,0,1,0,100,"annual","forb","C3","5/31/22","Early","KB_KVL","11 seed pods",0.28,"0.0011","6/1/22","KB_KVL","","0.0148","0.0005",0.071,"found","LEDE_FK_2_LG"
"FK",2,"MG","Lepidium_densiflorum","LEDE",23.2,8,36,0,4,0,98,"annual","forb","C3","5/31/22","Early","KB_KVL","98 seed pods",0.43,"0.0047","6/1/22","KB_KVL","","0.1952","0.0012",0.19,"","LEDE_FK_2_MG"
"FK",2,"HG","Lepidium_densiflorum","LEDE",9.1,0,7,1,1,0,97,"annual","forb","C3","5/31/22","Early","KB_KVL","Plant from B3HG, 11 seed heads",0.36,"0.0011","6/1/22","KB_KVL","","0.0093","1e-05",0.061,"","LEDE_FK_2_HG"
"FK",3,"LG","Lepidium_densiflorum","LEDE",5.6,1,6,0,1,0,100,"annual","forb","C3","5/31/22","Early","KB_KVL","9 seed pods",0.3,"0.0004","6/1/22","KB_KVL","","0.0069","1e-05",0.035,"","LEDE_FK_3_LG"
"FK",3,"MG","Lepidium_densiflorum","LEDE",6.1,0,5,0,1,0,100,"annual","forb","C3","6/1/22","Early","KB_KVL","8 seed heads, Plant from B3 HG",0.24,"0.0002","6/1/22","KB_KVL","","0.0066","1e-05",0.047,"","LEDE_FK_3_MG"
"FK",3,"HG","Lepidium_densiflorum","LEDE",17.2,7,36,0,8,0,97,"annual","forb","C3","6/1/22","Early","KB_KVL","144 seed pods",0.39,"0.0041","6/2/22","KB_KVL","","0.1687","0.0004",0.166,"","LEDE_FK_3_HG"
"TB",1,"LG","Lithospermum_incisum","LIIN",4.3,25,18,2,0,0,95,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.63,"0.0225","5/28/22","KB_KVL","","0.1334","0.0027",0.633,"","LIIN_TB_1_LG"
"TB",1,"MG","Lithospermum_incisum","LIIN",7.2,16,36,0,2,1,80,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","1 dead flower",0.45,"0.0181","5/28/22","KB_KVL","","0.2066","0.0029",0.62,"","LIIN_TB_1_MG"
"TB",1,"HG","Lithospermum_incisum","LIIN",7.1,3,42,0,13,3,90,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","4 dead flower heads",0.42,"0.0241","5/28/22","KB_KVL","","0.3021","0.0044",0.678,"","LIIN_TB_1_HG"
"TB",2,"LG","Lithospermum_incisum","LIIN",5.5,9,20,0,1,2,90,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.62,"0.0222","5/28/22","KB_KVL","","0.1105","0.0046",0.619,"","LIIN_TB_2_LG"
"TB",2,"MG","Lithospermum_incisum","LIIN",3,2,3,2,0,0,75,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.45,"0.0022","5/28/22","KB_KVL","","0.0043","0.0001",0.137,"","LIIN_TB_2_MG"
